Quote,Start Location,End Location,Is Quote
""" added Beth,
whose friendship with the old gentleman prospered finely.

""",268237,268311,True
""" said Jo, preparing to replace her pen with a
broom.

When the sun peeped into the girls' room early next morning, to promise
them a fine day, he saw a comical sight. Each had made such preparation
for the fête as seemed necessary and proper. Meg had an extra row of
little curl-papers across her forehead, Jo had copiously anointed her
afflicted face with cold cream, Beth had taken Joanna to bed with her to
atone for the approaching separation, and Amy had capped the climax by
putting a clothes-pin on her nose, to uplift the offending feature. It
was one of the kind artists use to hold the paper on their
drawing-boards, therefore quite appropriate and effective for the
purpose to which it was now put. This funny spectacle appeared to amuse
the sun, for he burst out with such radiance that Jo woke up, and
roused all her sisters by a hearty laugh at Amy's ornament.

  [Illustration: Amy capped the climax by putting a clothes-pin on her
                                 nose]

Sunshine and laughter were good omens for a pleasure party, and soon a
lively bustle began in both houses. Beth, who was ready first, kept
reporting what went on next door, and enlivened her sisters' toilets by
frequent telegrams from the window.

""",268405,269642,True
"""

""",14688,14692,True
""" cried Meg, in a flutter.

""",270356,270385,True
"""

""",14688,14692,True
""" remonstrated Meg, as Jo tied down,
with a red ribbon, the broad-brimmed, old-fashioned Leghorn Laurie had
sent for a joke.

""",270649,270776,True
""" With
that Jo marched straight away, and the rest followed,--a bright little
band of sisters, all looking their best, in summer suits, with happy
faces under the jaunty hat-brims.

Laurie ran to meet, and present them to his friends, in the most cordial
manner. The lawn was the reception-room, and for several minutes a
lively scene was enacted there. Meg was grateful to see that Miss Kate,
though twenty, was dressed with a simplicity which American girls would
do well to imitate; and she was much flattered by Mr. Ned's assurances
that he came especially to see her. Jo understood why Laurie """,270908,271507,True
""" when speaking of Kate, for that young lady had a
stand-off-don't-touch-me air, which contrasted strongly with the free
and easy demeanor of the other girls. Beth took an observation of the
new boys, and decided that the lame one was not """,271527,271767,True
""" but gentle
and feeble, and she would be kind to him on that account. Amy found
Grace a well-mannered, merry little person; and after staring dumbly at
one another for a few minutes, they suddenly became very good friends.

Tents, lunch, and croquet utensils having been sent on beforehand, the
party was soon embarked, and the two boats pushed off together, leaving
Mr. Laurence waving his hat on the shore. Laurie and Jo rowed one boat;
Mr. Brooke and Ned the other; while Fred Vaughn, the riotous twin, did
his best to upset both by paddling about in a wherry like a disturbed
water-bug. Jo's funny hat deserved a vote of thanks, for it was of
general utility; it broke the ice in the beginning, by producing a
laugh; it created quite a refreshing breeze, flapping to and fro, as she
rowed, and would make an excellent umbrella for the whole party, if a
shower came up, she said. Kate looked rather amazed at Jo's proceedings,
especially as she exclaimed """,271776,272736,True
""" when she lost her
oar; and Laurie said, """,272757,272800,True
""" when he tripped
over her feet in taking his place. But after putting up her glass to
examine the queer girl several times, Miss Kate decided that she was
""",272831,272988,True
""" and smiled upon her from afar.

              [Illustration: Mr. Laurence waving his hat]

Meg, in the other boat, was delightfully situated, face to face with the
rowers, who both admired the prospect, and feathered their oars with
uncommon """,273011,273256,True
""" Mr. Brooke was a grave, silent young
man, with handsome brown eyes and a pleasant voice. Meg liked his quiet
manners, and considered him a walking encyclopædia of useful knowledge.
He never talked to her much; but he looked at her a good deal, and she
felt sure that he did not regard her with aversion. Ned, being in
college, of course put on all the airs which Freshmen think it their
bounden duty to assume; he was not very wise, but very good-natured, and
altogether an excellent person to carry on a picnic. Sallie Gardiner was
absorbed in keeping her white piqué dress clean, and chattering with the
ubiquitous Fred, who kept Beth in constant terror by his pranks.

It was not far to Longmeadow; but the tent was pitched and the wickets
down by the time they arrived. A pleasant green field, with three
wide-spreading oaks in the middle, and a smooth strip of turf for
croquet.

""",273276,274164,True
""" said the young host, as they landed, with
exclamations of delight.

""",274189,274260,True
"""

Frank, Beth, Amy, and Grace sat down to watch the game played by the
other eight. Mr. Brooke chose Meg, Kate, and Fred; Laurie took Sallie,
Jo, and Ned. The Englishers played well; but the Americans played
better, and contested every inch of the ground as strongly as if the
spirit of '76 inspired them. Jo and Fred had several skirmishes, and
once narrowly escaped high words. Jo was through the last wicket, and
had missed the stroke, which failure ruffled her a good deal. Fred was
close behind her, and his turn came before hers; he gave a stroke, his
ball hit the wicket, and stopped an inch on the wrong side. No one was
very near; and running up to examine, he gave it a sly nudge with his
toe, which put it just an inch on the right side.

""",274590,275342,True
""" cried
the young gentleman, swinging his mallet for another blow.

             [Illustration: Now, Miss Jo, I'll settle you]

""",275403,275532,True
""" said Jo sharply.

""",275575,275596,True
"""

""",14688,14692,True
""" said Jo
angrily.

""",275789,275810,True
"""
returned Fred, croqueting her ball far away.

Jo opened her lips to say something rude, but checked herself in time,
colored up to her forehead, and stood a minute, hammering down a wicket
with all her might, while Fred hit the stake, and declared himself out
with much exultation. She went off to get her ball, and was a long time
finding it, among the bushes; but she came back, looking cool and quiet,
and waited her turn patiently. It took several strokes to regain the
place she had lost; and, when she got there, the other side had nearly
won, for Kate's ball was the last but one, and lay near the stake.

""",275876,276492,True
""" cried Fred excitedly, as they all drew near to see
the finish.

""",276580,276647,True
""" said Jo, with
a look that made the lad redden, """,276703,276753,True
""" she
added, as, leaving Kate's ball untouched, she won the game by a clever
stroke.

Laurie threw up his hat; then remembered that it wouldn't do to exult
over the defeat of his guests, and stopped in the middle of a cheer to
whisper to his friend,--

""",276784,277038,True
"""

Meg drew her aside, under pretence of pinning up a loose braid, and said
approvingly,--

""",277149,277242,True
"""

""",14688,14692,True
""" returned Jo, biting her lips, as she
glowered at Fred from under her big hat.

""",277560,277642,True
""" said Mr. Brooke, looking at his watch.
""",277657,277699,True
"""

""",14688,14692,True
""" said Meg, glad to recommend her sister. So Jo, feeling that
her late lessons in cookery were to do her honor, went to preside over
the coffee-pot, while the children collected dry sticks, and the boys
made a fire, and got water from a spring near by. Miss Kate sketched,
and Frank talked to Beth, who was making little mats of braided rushes
to serve as plates.

The commander-in-chief and his aids soon spread the table-cloth with an
inviting array of eatables and drinkables, prettily decorated with green
leaves. Jo announced that the coffee was ready, and every one settled
themselves to a hearty meal; for youth is seldom dyspeptic, and exercise
develops wholesome appetites. A very merry lunch it was; for everything
seemed fresh and funny, and frequent peals of laughter startled a
venerable horse who fed near by. There was a pleasing inequality in the
table, which produced many mishaps to cups and plates; acorns dropped
into the milk, little black ants partook of the refreshments without
being invited, and fuzzy caterpillars swung down from the tree, to see
what was going on. Three white-headed children peeped over the fence,
and an objectionable dog barked at them from the other side of the river
with all his might and main.

        [Illustration: """,277848,279118,True
"""--Page 156.]

""",279144,279160,True
""" said Laurie, as he handed Jo a
saucer of berries.

""",279196,279250,True
""" she replied, fishing up two unwary little
ones who had gone to a creamy death. """,279278,279360,True
""" added Jo,
as they both laughed, and ate out of one plate, the china having run
short.

""",279447,279537,True
""" asked Laurie, feeling that his trump
card had been played when lunch was over.

""",279781,279864,True
"""

""",14688,14692,True
"""

Miss Kate did know several new games; and as the girls would not, and
the boys could not, eat any more, they all adjourned to the drawing-room
to play """,280266,280421,True
"""

""",14688,14692,True
""" said Kate, with a commanding air, which
surprised Meg, who treated the tutor with as much respect as any other
gentleman.

Lying on the grass at the feet of the two young ladies, Mr. Brooke
obediently began the story, with the handsome brown eyes steadily fixed
upon the sunshiny river.

""",280746,281037,True
"""

          [Illustration: He went prancing down a quiet street]

""",282401,282469,True
""" continued Kate, who had read French novels, and admired
the style. """,282553,282623,True
"""

                  [Illustration: """,283176,283213,True
""" she said]

""",283222,283236,True
""" said Ned. """,283329,283342,True
"""

       [Illustration: A stunning blow from the big Greek lexicon]

""",284176,284247,True
""" went on Meg. """,284331,284347,True
"""

""",14688,14692,True
""" said Jo, in a sepulchral tone, which convulsed the
audience. """,284834,284898,True
"""

                       [Illustration: He sneezed]

""",285317,285372,True
""" cut in Fred, as Jo paused for breath; """,285389,285430,True
"""

""",14688,14692,True
""" cried Jo, aside.

""",285842,285863,True
"""

            [Illustration: The Portuguese walked the plank]

""",286456,286521,True
""" cried Sallie, as Fred ended his
rigmarole, in which he had jumbled together, pell-mell, nautical phrases
and facts, out of one of his favorite books. """,286554,286707,True
"""

""",14688,14692,True
""" said
Amy, when Sallie's invention gave out. """,287364,287411,True
"""

""",14688,14692,True
""" continued Laurie promptly. """,287726,287756,True
"""

                [Illustration: Will you give me a rose?]

""",289053,289115,True
""" said Frank, dismayed at the
sentimental predicament out of which he was to rescue the absurd couple.
Beth had disappeared behind Jo, and Grace was asleep.

""",289152,289311,True
""" asked
Mr. Brooke, still watching the river, and playing with the wild rose in
his button-hole.

""",289373,289472,True
""" said Laurie, smiling to himself, as he threw acorns at his
tutor.

""",289545,289615,True
""" asked Sallie, after they
had laughed over their story.

""",289724,289783,True
""" said Meg soberly.

""",289793,289815,True
"""

""",14688,14692,True
""" said Fred.

""",289847,289862,True
"""

""",14688,14692,True
""" said Jo, who liked new experiments.

Miss Kate and Mr. Brooke, Meg, and Ned declined, but Fred, Sallie, Jo,
and Laurie piled and drew; and the lot fell to Laurie.

""",290052,290219,True
""" asked Jo.

""",290239,290253,True
"""

""",14688,14692,True
""" said Sallie.

""",290321,290338,True
"""

""",14688,14692,True
""" from Fred.

""",290374,290389,True
"""

""",14688,14692,True
""" and Jo gave a disdainful shrug as the
rest laughed at Laurie's matter-of-fact tone.

""",290436,290524,True
""" said Fred.

""",289847,289862,True
""" retorted Jo, in a low voice.

Her turn came next.

""",290602,290656,True
""" asked Fred, by way of testing in her the
virtue he lacked himself.

""",290684,290755,True
"""

""",14688,14692,True
""" said Laurie.

""",290800,290817,True
""" returned Jo, guessing and defeating his
purpose.

""",290840,290893,True
"""

""",14688,14692,True
""" and she slyly
smiled in his disappointed face.

""",291013,291064,True
""" asked Sallie.

""",197146,197164,True
"""

""",14688,14692,True
""" said Fred, as his hand came last.

""",291159,291197,True
""" whispered Laurie to Jo, who nodded, and asked at
once,--

""",291218,291279,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" said Laurie.

""",290800,290817,True
"""

""",14688,14692,True
""" asked
Sallie.

""",291482,291500,True
"""

""",14688,14692,True
""" said Laurie, as Jo
nodded to Fred, as a sign that peace was declared.

""",291730,291804,True
""" exclaimed Sallie, with an air
that proved the contrary.

""",291843,291903,True
""" asked Fred.

""",291925,291941,True
"""

""",14688,14692,True
""" asked Jo.

""",290239,290253,True
"""

""",14688,14692,True
""" proposed Jo.

Ned, Frank, and the little girls joined in this, and, while it went on,
the three elders sat apart, talking. Miss Kate took out her sketch
again, and Margaret watched her, while Mr. Brooke lay on the grass, with
a book, which he did not read.

""",292140,292401,True
""" said Meg, with mingled
admiration and regret in her voice.

""",292448,292511,True
"""
replied Miss Kate graciously.

""",292579,292613,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" said Miss Kate; but she might as well have said, """,293086,293138,True
""" for her tone implied it, and something in her face made
Meg color, and wish she had not been so frank.

Mr. Brooke looked up, and said quickly, """,293160,293307,True
"""

""",14688,14692,True
""" said Miss Kate, in
a patronizing tone, that hurt Meg's pride, and made her work seem not
only more distasteful, but degrading.

""",293702,293833,True
""" inquired Mr. Brooke, breaking an
awkward pause.

""",293870,293922,True
""" and Meg's downcast face brightened as she spoke.

""",294003,294056,True
""" asked Miss Kate, with a look of surprise.

""",294078,294124,True
"""

""",14688,14692,True
""" and Mr. Brooke laid his book on her lap, with an
inviting smile.

""",294341,294410,True
""" said Meg, grateful, but bashful in the
presence of the accomplished young lady beside her.

""",294441,294536,True
""" and Miss Kate read one of the most
beautiful passages, in a perfectly correct but perfectly expressionless
manner.

Mr. Brooke made no comment, as she returned the book to Meg, who said
innocently,--

""",294569,294773,True
"""

""",14688,14692,True
"""

There was a queer smile about Mr. Brooke's mouth as he opened at poor
Mary's lament.

Meg, obediently following the long grass-blade which her new tutor used
to point with, read slowly and timidly, unconsciously making poetry of
the hard words by the soft intonation of her musical voice. Down the
page went the green guide, and presently, forgetting her listener in the
beauty of the sad scene, Meg read as if alone, giving a little touch of
tragedy to the words of the unhappy queen. If she had seen the brown
eyes then, she would have stopped short; but she never looked up, and
the lesson was not spoiled for her.

""",294833,295456,True
""" said Mr. Brooke, as she paused, quite ignoring her
many mistakes, and looking as if he did, indeed, """,295473,295576,True
"""

Miss Kate put up her glass, and, having taken a survey of the little
tableau before her, shut her sketch-book, saying, with condescension,--

               [Illustration: Miss Kate put up her glass]

""",295590,295795,True
""" and Miss Kate strolled away,
adding to herself, with a shrug, """,295972,296037,True
"""

""",14688,14692,True
""" said Meg, looking after the retreating
figure with an annoyed expression.

""",296302,296380,True
"""
and Mr. Brooke looked so contented and cheerful, that Meg was ashamed to
lament her hard lot.

""",296515,296613,True
"""

""",14688,14692,True
""" said Mr. Brooke, busily punching holes in the
turf.

""",296879,296935,True
""" Meg's lips asked that question, but her
eyes added, """,296963,297018,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" exclaimed Meg. """,297174,297192,True
""" she added sorrowfully.

""",297304,297331,True
"""
said Mr. Brooke, rather bitterly, as he absently put the dead rose in
the hole he had made and covered it up, like a little grave.

""",297399,297534,True
""" said Meg heartily.

""",297649,297672,True
""" began Mr. Brooke, looking cheerful
again; but before he could finish his speech, Ned, mounted on the old
horse, came lumbering up to display his equestrian skill before the
young ladies, and there was no more quiet that day.

""",297704,297933,True
""" asked Grace of Amy, as they stood resting,
after a race round the field with the others, led by Ned.

""",297956,298061,True
""" added Amy, laughing.

""",298176,298201,True
""" asked Grace curiously.

                       [Illustration: Ellen Tree]

""",298242,298320,True
"""

""",14688,14692,True
""" laughed Grace. """,298626,298644,True
"""

""",14688,14692,True
""" said Amy, who had not the remotest idea what
the Row was, and wouldn't have asked for the world.

Frank, sitting just behind the little girls, heard what they were
saying, and pushed his crutch away from him with an impatient gesture as
he watched the active lads going through all sorts of comical
gymnastics. Beth, who was collecting the scattered Author-cards, looked
up, and said, in her shy yet friendly way,--

""",298907,299327,True
"""

""",14688,14692,True
""" answered Frank, who
had evidently been used to being made much of at home.

If he had asked her to deliver a Latin oration, it would not have seemed
a more impossible task to bashful Beth; but there was no place to run
to, no Jo to hide behind now, and the poor boy looked so wistfully at
her, that she bravely resolved to try.

""",299432,299764,True
""" she asked, fumbling over the cards,
and dropping half as she tried to tie them up.

""",299795,299882,True
""" said
Frank, who had not yet learned to suit his amusements to his strength.

""",299941,300021,True
""" thought
Beth; and, forgetting the boy's misfortune in her flurry, she said,
hoping to make him talk, """,300081,300185,True
"""

""",14688,14692,True
""" said Frank, with a sigh that made Beth hate herself for her
innocent blunder.

""",300390,300472,True
""" she said, turning
to the prairies for help, and feeling glad that she had read one of the
boys' books in which Jo delighted.

Buffaloes proved soothing and satisfactory; and, in her eagerness to
amuse another, Beth forgot herself, and was quite unconscious of her
sisters' surprise and delight at the unusual spectacle of Beth talking
away to one of the dreadful boys, against whom she had begged
protection.

""",300524,300937,True
""" said Jo,
beaming at her from the croquet-ground.

""",300992,301045,True
""" added Meg, as if there could be
no further doubt of it.

""",301082,301142,True
""" said Grace to
Amy, as they sat discussing dolls, and making tea-sets out of the
acorn-cups.

""",301195,301291,True
""" said
Amy, well pleased at Beth's success. She meant """,301356,301411,True
""" but as
Grace didn't know the exact meaning of either word, """,301423,301485,True
""" sounded
well, and made a good impression.

An impromptu circus, fox and geese, and an amicable game of croquet,
finished the afternoon. At sunset the tent was struck, hampers packed,
wickets pulled up, boats loaded, and the whole party floated down the
river, singing at the tops of their voices. Ned, getting sentimental,
warbled a serenade with the pensive refrain,--

        """,301495,301877,True
"""

and at the lines--

       """,301906,301937,True
"""

he looked at Meg with such a lackadaisical expression that she laughed
outright and spoilt his song.

""",302028,302134,True
""" he whispered, under cover of a lively
chorus. """,302164,302213,True
"""

""",14688,14692,True
"""
replied Meg, passing over the first part of his reproach; for it was
quite true that she _had_ shunned him, remembering the Moffat party and
the talk after it.

Ned was offended, and turned to Sallie for consolation, saying to her
rather pettishly, """,302365,302617,True
"""

""",14688,14692,True
""" returned Sallie, defending her
friend even while confessing her short-comings.

""",302704,302787,True
""" said Ned, trying to be witty, and
succeeding as well as very young gentlemen usually do.

On the lawn, where it had gathered, the little party separated with
cordial good-nights and good-byes, for the Vaughns were going to Canada.
As the four sisters went home through the garden, Miss Kate looked after
them, saying, without the patronizing tone in her voice, """,302822,303186,True
"""

""",14688,14692,True
""" said Mr. Brooke.

                       [Illustration: Tail-piece]




           [Illustration: Swinging to and fro in his hammock]

                                 XIII.

                          CASTLES IN THE AIR.


Laurie lay luxuriously swinging to and fro in his hammock, one warm
September afternoon, wondering what his neighbors were about, but too
lazy to go and find out. He was in one of his moods; for the day had
been both unprofitable and unsatisfactory, and he was wishing he could
live it over again. The hot weather made him indolent, and he had
shirked his studies, tried Mr. Brooke's patience to the utmost,
displeased his grandfather by practising half the afternoon, frightened
the maid-servants half out of their wits, by mischievously hinting that
one of his dogs was going mad, and, after high words with the stable-man
about some fancied neglect of his horse, he had flung himself into his
hammock, to fume over the stupidity of the world in general, till the
peace of the lovely day quieted him in spite of himself. Staring up into
the green gloom of the horse-chestnut trees above him, he dreamed dreams
of all sorts, and was just imagining himself tossing on the ocean, in a
voyage round the world, when the sound of voices brought him ashore in a
flash. Peeping through the meshes of the hammock, he saw the Marches
coming out, as if bound on some expedition.

""",303303,304700,True
""" thought Laurie, opening
his sleepy eyes to take a good look, for there was something rather
peculiar in the appearance of his neighbors. Each wore a large, flapping
hat, a brown linen pouch slung over one shoulder, and carried a long
staff. Meg had a cushion, Jo a book, Beth a basket, and Amy a portfolio.
All walked quietly through the garden, out at the little back gate, and
began to climb the hill that lay between the house and river.

""",304744,305189,True
""" said Laurie to himself, """,305207,305234,True
"""

Though possessed of half a dozen hats, it took him some time to find
one; then there was a hunt for the key, which was at last discovered in
his pocket; so that the girls were quite out of sight when he leaped the
fence and ran after them. Taking the shortest way to the boat-house, he
waited for them to appear: but no one came, and he went up the hill to
take an observation. A grove of pines covered one part of it, and from
the heart of this green spot came a clearer sound than the soft sigh of
the pines or the drowsy chirp of the crickets.

""",305402,305954,True
""" thought Laurie, peeping through the bushes, and
looking wide-awake and good-natured already.

It _was_ rather a pretty little picture; for the sisters sat together in
the shady nook, with sun and shadow flickering over them, the aromatic
wind lifting their hair and cooling their hot cheeks, and all the little
wood-people going on with their affairs as if these were no strangers,
but old friends. Meg sat upon her cushion, sewing daintily with her
white hands, and looking as fresh and sweet as a rose, in her pink
dress, among the green. Beth was sorting the cones that lay thick under
the hemlock near by, for she made pretty things of them. Amy was
sketching a group of ferns, and Jo was knitting as she read aloud. A
shadow passed over the boy's face as he watched them, feeling that he
ought to go away, because uninvited; yet lingering, because home seemed
very lonely, and this quiet party in the woods most attractive to his
restless spirit. He stood so still that a squirrel, busy with its
harvesting, ran down a pine close beside him, saw him suddenly and
skipped back, scolding so shrilly that Beth looked up, espied the
wistful face behind the birches, and beckoned with a reassuring smile.

          [Illustration: It was rather a pretty little picture]

""",305973,307247,True
""" he asked, advancing
slowly.

Meg lifted her eyebrows, but Jo scowled at her defiantly, and said, at
once, """,307293,307402,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" replied Meg, gravely but graciously.

""",307674,307715,True
""" and Laurie sat down,
with a submissive expression delightful to behold.

""",307909,307985,True
""" said Jo, handing him the book.

""",308023,308058,True
""" was the meek answer, as he began, doing his best to prove his
gratitude for the favor of an admission into the """,308064,308178,True
"""

The story was not a long one, and, when it was finished, he ventured to
ask a few questions as a reward of merit.

""",308195,308314,True
"""

""",14688,14692,True
""" asked Meg of her sisters.

""",308433,308463,True
""" said Amy warningly.

""",308475,308499,True
""" said Jo.

""",31337,31350,True
""" added Beth.

""",308544,308560,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" said Laurie, nodding wisely.

""",308821,308854,True
""" demanded Jo.

""",308867,308884,True
"""

""",14688,14692,True
""" said Beth
meekly.

""",309024,309046,True
"""

""",14688,14692,True
""" said Laurie, as Jo became absorbed in her work, looking
a trifle displeased.

""",309122,309203,True
"""

""",14688,14692,True
""" and Laurie thought regretfully of his own idle
days.

""",309484,309541,True
"""

Jo pointed, and Laurie sat up to examine; for through an opening in the
wood one could look across the wide, blue river, the meadows on the
other side, far over the outskirts of the great city, to the green hills
that rose to meet the sky. The sun was low, and the heavens plowed with
the splendor of an autumn sunset. Gold and purple clouds lay on the
hill-tops; and rising high into the ruddy light were silvery white
peaks, that shone like the airy spires of some Celestial City.

""",309917,310405,True
""" said Laurie softly, for he was quick to see and
feel beauty of any kind.

""",310427,310504,True
""" replied Amy, wishing she could paint it.

""",310590,310635,True
""" said Beth musingly.

""",310861,310885,True
""" answered Meg, with her sweet voice.

""",310985,311025,True
"""

""",14688,14692,True
""" said Jo;
""",311210,311222,True
"""

""",14688,14692,True
"""

Something in the boy's face troubled his little friend; but she said
cheerfully, with her quiet eyes on the changing clouds, """,311528,311657,True
"""

""",14688,14692,True
""" said Jo, after a little pause.

""",312086,312121,True
"""
said Laurie, lying flat, and throwing cones at the squirrel who had
betrayed him.

""",312189,312275,True
""" asked Meg.

""",21809,21824,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

Margaret seemed to find it a little hard to tell hers, and waved a brake
before her face, as if to disperse imaginary gnats, while she said
slowly, """,312781,312933,True
"""

             [Illustration: Waved a brake before her face]

""",313286,313350,True
""" asked Laurie
slyly.

""",313404,313428,True
""" and Meg carefully tied up her shoe
as she spoke, so that no one saw her face.

""",313463,313545,True
""" said blunt Jo, who had no tender fancies yet, and rather
scorned romance, except in books.

""",313689,313784,True
"""
answered Meg petulantly.

""",313846,313875,True
"""

""",14688,14692,True
""" said Beth contentedly.

""",314471,314498,True
""" asked Laurie.

""",314531,314549,True
"""

""",14688,14692,True
""" was Amy's modest desire.

""",314815,314844,True
""" said Laurie, chewing grass, like a
meditative calf.

""",315016,315072,True
""" observed Jo mysteriously.

""",315167,315197,True
"""
muttered Laurie, with an impatient sigh.

""",315267,315312,True
""" and Amy waved her pencil.

""",315324,315354,True
""" said Meg forlornly.

""",315372,315396,True
""" said Laurie at once.

""",315410,315435,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" replied
the boy, laughing at the thought of a charming little secret which he
fancied he knew.

Meg colored behind the brake, but asked no questions, and looked across
the river with the same expectant expression which Mr. Brooke had worn
when he told the story of the knight.

""",315553,315834,True
""" said Jo,
always ready with a plan.

""",315967,316006,True
""" exclaimed Meg who felt
grown up already, having just reached seventeen.

""",316050,316126,True
""" said Jo.

""",31337,31350,True
"""

""",14688,14692,True
"""

""",14688,14692,True
""" cried Laurie,
sitting up with sudden energy. """,316507,316555,True
"""

Laurie spoke excitedly, and looked ready to carry his threat into
execution on the slightest provocation; for he was growing up very fast,
and, in spite of his indolent ways, had a young man's hatred of
subjection, a young man's restless longing to try the world for himself.

""",317188,317469,True
""" said Jo, whose imagination was
fired by the thought of such a daring exploit, and whose sympathy was
excited by what she called """,317576,317707,True
"""

""",14688,14692,True
""" said Meg, in her most maternal tone. """,317880,317920,True
"""

""",14688,14692,True
""" asked Laurie, grateful for the good
advice, but objecting to the lecture, and glad to turn the conversation
from himself, after his unusual outbreak.

""",318323,318477,True
"""

""",14688,14692,True
""" said Laurie heartily, as Meg paused,
looking flushed and earnest with her story. """,318836,318920,True
"""

""",14688,14692,True
""" said Meg
sharply.

""",319430,319452,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

                [Illustration: I see him bow and smile]

""",319888,319949,True
""" cried Meg, much alarmed at the thought of
what might follow from her careless speech.

""",320120,320210,True
""" replied Laurie, with his """,320231,320259,True
""" air,
as Jo called a certain expression which he occasionally wore. """,320274,320344,True
"""

""",14688,14692,True
""" And
Meg offered her hand with a gesture both affectionate and timid.

Ashamed of his momentary pique, Laurie squeezed the kind little hand,
and said frankly, """,320727,320888,True
"""

Bent on showing that he was not offended, he made himself as agreeable
as possible,--wound cotton for Meg, recited poetry to please Jo, shook
down cones for Beth, and helped Amy with her ferns, proving himself a
fit person to belong to the """,321082,321326,True
""" In the midst of an
animated discussion on the domestic habits of turtles (one of those
amiable creatures having strolled up from the river), the faint sound of
a bell warned them that Hannah had put the tea """,321343,321553,True
""" and they would
just have time to get home to supper.

""",321561,321618,True
""" asked Laurie.

""",314531,314549,True
""" said Meg smiling.

""",321736,321758,True
"""

""",14688,14692,True
""" added Jo, waving hers, like a big
blue worsted banner, as they parted at the gate.

That night, when Beth played to Mr. Laurence in the twilight, Laurie,
standing in the shadow of the curtain, listened to the little David,
whose simple music always quieted his moody spirit, and watched the old
man, who sat with his gray head on his hand, thinking tender thoughts of
the dead child he had loved so much. Remembering the conversation of the
afternoon, the boy said to himself, with the resolve to make the
sacrifice cheerfully, """,321874,322405,True
"""

                       [Illustration: Tail-piece]




                    [Illustration: Jo was very busy]

                                  XIV.

                                SECRETS.


Jo was very busy in the garret, for the October days began to grow
chilly, and the afternoons were short. For two or three hours the sun
lay warmly in the high window, showing Jo seated on the old sofa,
writing busily, with her papers spread out upon a trunk before her,
while Scrabble, the pet rat, promenaded the beams overhead, accompanied
by his oldest son, a fine young fellow, who was evidently very proud of
his whiskers. Quite absorbed in her work, Jo scribbled away till the
last page was filled, when she signed her name with a flourish, and
threw down her pen, exclaiming,--

""",322504,323286,True
"""

Lying back on the sofa, she read the manuscript carefully through,
making dashes here and there, and putting in many exclamation points,
which looked like little balloons; then she tied it up with a smart red
ribbon, and sat a minute looking at it with a sober, wistful expression,
which plainly showed how earnest her work had been. Jo's desk up here
was an old tin kitchen, which hung against the wall. In it she kept her
papers and a few books, safely shut away from Scrabble, who, being
likewise of a literary turn, was fond of making a circulating library of
such books as were left in his way, by eating the leaves. From this tin
receptacle Jo produced another manuscript; and, putting both in her
pocket, crept quietly down stairs, leaving her friends to nibble her
pens and taste her ink.

She put on her hat and jacket as noiselessly as possible, and, going to
the back entry window, got out upon the roof of a low porch, swung
herself down to the grassy bank, and took a roundabout way to the road.
Once there, she composed herself, hailed a passing omnibus, and rolled
away to town, looking very merry and mysterious.

If any one had been watching her, he would have thought her movements
decidedly peculiar; for, on alighting, she went off at a great pace till
she reached a certain number in a certain busy street; having found the
place with some difficulty, she went into the door-way, looked up the
dirty stairs, and, after standing stock still a minute, suddenly dived
into the street, and walked away as rapidly as she came. This
manœuvre she repeated several times, to the great amusement of a
black-eyed young gentleman lounging in the window of a building
opposite. On returning for the third time, Jo gave herself a shake,
pulled her hat over her eyes, and walked up the stairs, looking as if
she were going to have all her teeth out.

There was a dentist's sign, among others, which adorned the entrance,
and, after staring a moment at the pair of artificial jaws which slowly
opened and shut to draw attention to a fine set of teeth, the young
gentleman put on his coat, took his hat, and went down to post himself
in the opposite door-way, saying, with a smile and a shiver,--

""",323373,325580,True
"""

In ten minutes Jo came running down stairs with a very red face, and the
general appearance of a person who had just passed through a trying
ordeal of some sort. When she saw the young gentleman she looked
anything but pleased, and passed him with a nod; but he followed, asking
with an air of sympathy,--

""",325673,325984,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

Jo looked at her friend as if she did not understand him; then began to
laugh, as if mightily amused at something.

""",326197,326317,True
"""

""",14688,14692,True
""" said
Laurie, looking mystified.

""",326447,326483,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

Laurie burst out with a hearty boy's laugh, which made several
passers-by smile in spite of themselves.

""",326813,326922,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""

""",14688,14692,True
"""
said Jo, shaking her head.

""",327673,327704,True
""" asked Laurie, looking nettled.

""",327799,327834,True
"""

""",14688,14692,True
""" asked Laurie anxiously.

""",328108,328136,True
"""

""",14688,14692,True
