Quote,Start Location,End Location,Is Quote
"""It's your Uncle Scro-o-o-o-oge!""",113057,113090,True
"""Is it a
bear?""",113195,113210,True
"""Yes;""",113230,113236,True
"""He has given us plenty of merriment, I am sure,""",113392,113441,True
"""and it would be ungrateful not to drink his health.
Here is a glass of mulled wine ready to our hand at the
moment; and I say, 'Uncle Scrooge!'""",113453,113598,True
"""Well! Uncle Scrooge!""",113600,113622,True
"""A Merry Christmas and a Happy New Year to the old
man, whatever he is!""",113636,113708,True
"""He wouldn't
take it from me, but may he have it, nevertheless. Uncle
Scrooge!""",113732,113811,True
"""Are spirits' lives so short?""",115172,115202,True
"""My life upon this globe, is very brief,""",115219,115260,True
"""It ends to-night.""",115280,115299,True
"""To-night!""",115301,115312,True
"""To-night at midnight. Hark! The time is drawing
near.""",115329,115384,True
"""Forgive me if I am not justified in what I ask,""",115458,115507,True
"""but I see
something strange, and not belonging to yourself, protruding
from your skirts. Is it a foot or a claw?""",115561,115675,True
"""It might be a claw, for the flesh there is upon it,""",115677,115730,True
"""Look here.""",115765,115777,True
"""Oh, Man! look here. Look, look, down here!""",115957,116001,True
"""Spirit! are they yours?""",116784,116809,True
"""They are Man's,""",116838,116855,True
"""And they cling to me, appealing from their fathers.
This boy is Ignorance. This girl is Want. Beware them both,
and all of their degree, but most of all beware this boy, for
on his brow I see that written which is Doom, unless the
writing be erased. Deny it!""",116897,117157,True
"""Slander those who tell it ye!
Admit it for your factious purposes, and make it worse.
And bide the end!""",117218,117323,True
"""Have they no refuge or resource?""",117325,117359,True
"""Are there no prisons?""",12777,12800,True
"""Are there no workhouses?""",117470,117496,True
"""I am in the presence of the Ghost of Christmas Yet To
Come?""",118498,118559,True
"""You are about to show me shadows of the things that
have not happened, but will happen in the time before us,""",118635,118746,True
"""Is that so, Spirit?""",118764,118785,True
"""Ghost of the Future!""",119526,119548,True
"""I fear you more
than any spectre I have seen. But as I know your purpose
is to do me good, and as I hope to live to be another
man from what I was, I am prepared to bear you company,
and do it with a thankful heart. Will you not speak
to me?""",119563,119806,True
"""Lead on!""",119874,119884,True
"""Lead on! The night is
waning fast, and it is precious time to me, I know. Lead
on, Spirit!""",119899,119991,True
"""No,""",62205,62210,True
"""I
don't know much about it, either way. I only know he's
dead.""",120764,120828,True
"""When did he die?""",120830,120848,True
"""Last night, I believe.""",120868,120892,True
"""Why, what was the matter with him?""",120894,120930,True
"""I thought he'd never die.""",121009,121036,True
"""God knows,""",121038,121050,True
"""What has he done with his money?""",121081,121115,True
"""I haven't heard,""",121242,121260,True
"""Left it to his company, perhaps. He hasn't
left it to me. That's all I know.""",121310,121388,True
"""It's likely to be a very cheap funeral,""",121442,121483,True
"""for upon my life I don't know of anybody to go
to it. Suppose we make up a party and volunteer?""",121507,121604,True
"""I don't mind going if a lunch is provided,""",121606,121650,True
"""But I must
be fed, if I make one.""",121708,121743,True
"""Well, I am the most disinterested among you, after all,""",121761,121818,True
"""for I never wear black gloves, and I
never eat lunch. But I'll offer to go, if anybody else will.
When I come to think of it, I'm not at all sure that I wasn't
his most particular friend; for we used to stop and speak
whenever we met. Bye, bye!""",121843,122089,True
"""How are you?""",122622,122636,True
"""How are you?""",122622,122636,True
"""Well!""",28920,28927,True
"""Old Scratch has got his own at
last, hey?""",122708,122751,True
"""So I am told,""",122753,122768,True
"""Cold, isn't it?""",122790,122807,True
"""Seasonable for Christmas time. You're not a skater, I
suppose?""",122809,122873,True
"""No. No. Something else to think of. Good morning!""",122875,122926,True
"""Let the charwoman alone to be the first!""",126338,126380,True
"""Let the laundress alone to be the second;
and let the undertaker's man alone to be the third. Look
here, old Joe, here's a chance! If we haven't all three met
here without meaning it!""",126414,126599,True
"""You couldn't have met in a better place,""",126601,126643,True
"""Come into the parlour.
You were made free of it long ago, you know; and the other
two an't strangers. Stop till I shut the door of the shop.
Ah! How it skreeks! There an't such a rusty bit of metal
in the place as its own hinges, I believe; and I'm sure there's
no such old bones here, as mine. Ha, ha! We're all suitable
to our calling, we're well matched. Come into the
parlour. Come into the parlour.""",126692,127097,True
"""What odds then! What odds, Mrs. Dilber?""",127536,127577,True
"""Every person has a right to take care of themselves.
He always did.""",127594,127663,True
"""That's true, indeed!""",127665,127687,True
"""No man
more so.""",127708,127725,True
"""Why then, don't stand staring as if you was afraid,
woman; who's the wiser? We're not going to pick holes in
each other's coats, I suppose?""",127727,127868,True
"""No, indeed!""",127870,127883,True
"""We should hope not.""",127923,127944,True
"""Very well, then!""",127946,127964,True
"""That's enough.
Who's the worse for the loss of a few things like these?
Not a dead man, I suppose.""",127982,128082,True
"""No, indeed,""",128084,128097,True
"""If he wanted to keep 'em after he was dead, a wicked old
screw,""",128127,128192,True
"""why wasn't he natural in his
lifetime? If he had been, he'd have had somebody to look
after him when he was struck with Death, instead of lying
gasping out his last there, alone by himself.""",128212,128403,True
"""It's the truest word that ever was spoke,""",128405,128448,True
"""It's a judgment on him.""",128467,128492,True
"""I wish it was a little heavier judgment,""",128494,128536,True
"""and it should have been, you may depend upon it,
if I could have laid my hands on anything else. Open that
bundle, old Joe, and let me know the value of it. Speak out
plain. I'm not afraid to be the first, nor afraid for them to
see it. We know pretty well that we were helping ourselves,
before we met here, I believe. It's no sin. Open the bundle,
Joe.""",128556,128912,True
"""That's your account,""",129372,129394,True
"""and I wouldn't give
another sixpence, if I was to be boiled for not doing it.
Who's next?""",129405,129496,True
"""I always give too much to ladies. It's a weakness of mine,
and that's the way I ruin myself,""",129697,129791,True
"""That's
your account. If you asked me for another penny, and made
it an open question, I'd repent of being so liberal and knock
off half-a-crown.""",129806,129952,True
"""And now undo my bundle, Joe,""",129954,129984,True
"""What do you call this?""",130176,130200,True
"""Bed-curtains!""",130211,130226,True
"""Ah!""",130228,130233,True
"""Bed-curtains!""",130211,130226,True
"""You don't mean to say you took 'em down, rings and
all, with him lying there?""",130321,130400,True
"""Yes I do,""",130412,130423,True
"""Why not?""",130443,130453,True
"""You were born to make your fortune,""",130455,130492,True
"""and
you'll certainly do it.""",130503,130532,True
"""I certainly shan't hold my hand, when I can get anything
in it by reaching it out, for the sake of such a man as He
was, I promise you, Joe,""",130534,130676,True
"""Don't
drop that oil upon the blankets, now.""",130704,130749,True
"""His blankets?""",130751,130766,True
"""Whose else's do you think?""",130779,130807,True
"""He
isn't likely to take cold without 'em, I dare say.""",130827,130882,True
"""I hope he didn't die of anything catching? Eh?""",130884,130932,True
"""Don't you be afraid of that,""",130986,131016,True
"""I
an't so fond of his company that I'd loiter about him for
such things, if he did. Ah! you may look through that
shirt till your eyes ache; but you won't find a hole in it, nor
a threadbare place. It's the best he had, and a fine one too.
They'd have wasted it, if it hadn't been for me.""",131037,131327,True
"""What do you call wasting of it?""",131329,131362,True
"""Putting it on him to be buried in, to be sure,""",131379,131427,True
"""Somebody was fool enough to
do it, but I took it off again. If calico an't good enough for
such a purpose, it isn't good enough for anything. It's quite
as becoming to the body. He can't look uglier than he did
in that one.""",131460,131685,True
"""Ha, ha!""",103626,103635,True
"""This is the end of it, you
see! He frightened every one away from him when he was
alive, to profit us when he was dead! Ha, ha, ha!""",132111,132244,True
"""Spirit!""",66106,66115,True
"""I
see, I see. The case of this unhappy man might be my own.
My life tends that way, now. Merciful Heaven, what is
this!""",132300,132421,True
"""Spirit!""",66106,66115,True
"""this is a fearful place. In leaving it,
I shall not leave its lesson, trust me. Let us go!""",134659,134751,True
"""I understand you,""",134814,134833,True
"""and I would do
it, if I could. But I have not the power, Spirit. I have
not the power.""",134852,134940,True
"""If there is any person in the town, who feels emotion
caused by this man's death,""",134977,135060,True
"""show that person to me, Spirit, I beseech you!""",135090,135138,True
"""Is it good?""",136061,136074,True
"""or bad?""",136085,136094,True
"""Bad,""",136110,136116,True
"""We are quite ruined?""",136131,136153,True
"""No. There is hope yet, Caroline.""",136155,136189,True
"""If he relents,""",136191,136207,True
"""there is! Nothing is
past hope, if such a miracle has happened.""",136226,136291,True
"""He is past relenting,""",136293,136316,True
"""He is dead.""",136335,136348,True
"""What the half-drunken woman whom I told you of last
night, said to me, when I tried to see him and obtain a
week's delay; and what I thought was a mere excuse to avoid
me; turns out to have been quite true. He was not only
very ill, but dying, then.""",136593,136844,True
"""To whom will our debt be transferred?""",136846,136885,True
"""I don't know. But before that time we shall be ready
with the money; and even though we were not, it would be
a bad fortune indeed to find so merciless a creditor in his
successor. We may sleep to-night with light hearts, Caroline!""",136887,137120,True
"""Let me see some tenderness connected with a death,""",137423,137475,True
"""or that dark chamber, Spirit, which we left just
now, will be for ever present to me.""",137490,137577,True
"""'And He took a child, and set him in the midst of
them.'""",138118,138176,True
"""The colour hurts my eyes,""",138415,138442,True
"""They're better now again,""",138486,138513,True
"""It
makes them weak by candle-light; and I wouldn't show weak
eyes to your father when he comes home, for the world. It
must be near his time.""",138536,138679,True
"""Past it rather,""",138681,138698,True
"""But I think he has walked a little slower than he used,
these few last evenings, mother.""",138737,138827,True
"""I have known him walk with--I have known him walk
with Tiny Tim upon his shoulder, very fast indeed.""",138934,139036,True
"""And so have I,""",139038,139054,True
"""Often.""",139068,139076,True
"""And so have I,""",139038,139054,True
"""But he was very light to carry,""",139127,139160,True
"""and his father loved him so, that it was no
trouble: no trouble. And there is your father at the door!""",139196,139300,True
"""Don't mind it, father. Don't be
grieved!""",139615,139657,True
"""Sunday! You went to-day, then, Robert?""",139886,139926,True
"""Yes, my dear,""",139943,139958,True
"""I wish you could have
gone. It would have done you good to see how green a
place it is. But you'll see it often. I promised him that I
would walk there on a Sunday. My little, little child!""",139973,140164,True
"""My little child!""",140176,140194,True
"""just a little down you know,""",141004,141034,True
"""On
which,""",141089,141100,True
"""for he is the pleasantest-spoken gentleman
you ever heard, I told him. 'I am heartily sorry for it, Mr.
Cratchit,' he said, 'and heartily sorry for your good wife.'
By the bye, how he ever knew that, I don't know.""",141111,141326,True
"""Knew what, my dear?""",141328,141349,True
"""Why, that you were a good wife,""",141351,141384,True
"""Everybody knows that!""",141399,141422,True
"""Very well observed, my boy!""",141436,141465,True
"""I hope they
do. 'Heartily sorry,' he said, 'for your good wife. If I
can be of service to you in any way,' he said, giving me
his card, 'that's where I live. Pray come to me.' Now, it
wasn't,""",141477,141670,True
"""for the sake of anything he might be
able to do for us, so much as for his kind way, that this was
quite delightful. It really seemed as if he had known our
Tiny Tim, and felt with us.""",141682,141868,True
"""I'm sure he's a good soul!""",141870,141898,True
"""You would be surer of it, my dear,""",141920,141956,True
"""if
you saw and spoke to him. I shouldn't be at all surprised--
mark what I say!--if he got Peter a better situation.""",141971,142089,True
"""Only hear that, Peter,""",142091,142115,True
"""And then,""",142137,142148,True
"""Peter will be keeping
company with some one, and setting up for himself.""",142173,142247,True
"""Get along with you!""",142249,142270,True
"""It's just as likely as not,""",142298,142327,True
"""one of these days;
though there's plenty of time for that, my dear. But however
and whenever we part from one another, I am sure we
shall none of us forget poor Tiny Tim--shall we--or this
first parting that there was among us?""",142338,142567,True
"""Never, father!""",142569,142585,True
"""And I know,""",142603,142616,True
"""I know, my dears, that when
we recollect how patient and how mild he was; although he
was a little, little child; we shall not quarrel easily among
ourselves, and forget poor Tiny Tim in doing it.""",142627,142825,True
"""No, never, father!""",142827,142847,True
"""I am very happy,""",142871,142889,True
"""I am very happy!""",142907,142925,True
"""Spectre,""",143106,143116,True
"""something informs me that our
parting moment is at hand. I know it, but I know not
how. Tell me what man that was whom we saw lying dead?""",143131,143270,True
"""This court,""",143674,143687,True
"""through which we hurry now,
is where my place of occupation is, and has been for a length
of time. I see the house. Let me behold what I shall be,
in days to come!""",143702,143867,True
"""The house is yonder,""",143922,143944,True
"""Why do you
point away?""",143964,143988,True
"""Before I draw nearer to that stone to which you point,""",144890,144946,True
"""answer me one question. Are these the
shadows of the things that Will be, or are they shadows of
things that May be, only?""",144961,145085,True
"""Men's courses will foreshadow certain ends, to which, if
persevered in, they must lead,""",145153,145242,True
"""But if the
courses be departed from, the ends will change. Say it is
thus with what you show me!""",145257,145355,True
"""Am I that man who lay upon the bed?""",145542,145579,True
"""No, Spirit! Oh no, no!""",145666,145690,True
"""Spirit!""",66106,66115,True
"""hear me!
I am not the man I was. I will not be the man I must
have been but for this intercourse. Why show me this, if I
am past all hope!""",145770,145910,True
"""Good Spirit,""",145960,145974,True
"""Your nature intercedes for me, and pities
me. Assure me that I yet may change these shadows you
have shown me, by an altered life!""",146030,146162,True
"""I will honour Christmas in my heart, and try to keep it
all the year. I will live in the Past, the Present, and the
Future. The Spirits of all Three shall strive within me. I
will not shut out the lessons that they teach. Oh, tell me I
may sponge away the writing on this stone!""",146189,146469,True
"""I will live in the Past, the Present, and the Future!""",146991,147046,True
"""The Spirits
of all Three shall strive within me. Oh Jacob Marley!
Heaven, and the Christmas Time be praised for this! I say
it on my knees, old Jacob; on my knees!""",147093,147258,True
"""They are not torn down,""",147475,147500,True
"""they are not torn down, rings
and all. They are here--I am here--the shadows of the
things that would have been, may be dispelled. They will
be. I know they will!""",147561,147725,True
"""I don't know what to do!""",147916,147942,True
"""I am as light as a feather, I
am as happy as an angel, I am as merry as a schoolboy. I
am as giddy as a drunken man. A merry Christmas to
everybody! A happy New Year to all the world. Hallo
here! Whoop! Hallo!""",148058,148269,True
"""There's the saucepan that the gruel was in!""",148356,148401,True
"""There's the door, by which the Ghost of Jacob Marley
entered! There's the corner where the Ghost of Christmas
Present, sat! There's the window where I saw the wandering
Spirits! It's all right, it's all true, it all happened.
Ha ha ha!""",148468,148705,True
"""I don't know what day of the month it is!""",148878,148921,True
"""I don't know how long I've been among the
Spirits. I don't know anything. I'm quite a baby. Never
mind. I don't care. I'd rather be a baby. Hallo! Whoop!
Hallo here!""",148936,149103,True
"""What's to-day!""",149550,149566,True
"""EH?""",149675,149680,True
"""What's to-day, my fine fellow?""",149730,149762,True
"""To-day!""",149778,149787,True
"""Why, CHRISTMAS DAY.""",149805,149826,True
"""It's Christmas Day!""",149828,149849,True
"""I
haven't missed it. The Spirits have done it all in one night.
They can do anything they like. Of course they can. Of
course they can. Hallo, my fine fellow!""",149875,150035,True
"""Hallo!""",150037,150045,True
"""Do you know the Poulterer's, in the next street but one,
at the corner?""",150065,150138,True
"""I should hope I did,""",150158,150180,True
"""An intelligent boy!""",150199,150220,True
"""A remarkable boy!
Do you know whether they've sold the prize Turkey that
was hanging up there?--Not the little prize Turkey: the
big one?""",150235,150374,True
"""What, the one as big as me?""",150376,150405,True
"""What a delightful boy!""",150425,150449,True
"""It's a pleasure
to talk to him. Yes, my buck!""",150464,150511,True
"""It's hanging there now,""",150513,150538,True
"""Is it?""",150557,150565,True
"""Go and buy it.""",150580,150596,True
"""Walk-ER!""",150598,150608,True
"""No, no,""",94142,94151,True
"""I am in earnest. Go and buy
it, and tell 'em to bring it here, that I may give them the
direction where to take it. Come back with the man, and
I'll give you a shilling. Come back with him in less than
five minutes and I'll give you half-a-crown!""",150653,150901,True
"""I'll send it to Bob Cratchit's!""",151021,151054,True
"""He sha'n't
know who sends it. It's twice the size of Tiny Tim. Joe
Miller never made such a joke as sending it to Bob's
will be!""",151121,151251,True
"""I shall love it, as long as I live!""",151504,151541,True
"""I scarcely ever looked at it before.
What an honest expression it has in its face! It's a
wonderful knocker!--Here's the Turkey! Hallo! Whoop!
How are you! Merry Christmas!""",151583,151757,True
"""Why, it's impossible to carry that to Camden Town,""",151906,151958,True
"""You must have a cab.""",151973,151995,True
"""all in his best,""",152604,152622,True
"""Good morning, sir! A merry Christmas to you!""",152946,152992,True
"""Scrooge and Marley's, I
believe?""",153260,153294,True
"""My dear sir,""",153459,153473,True
"""How do you
do? I hope you succeeded yesterday. It was very kind of
you. A merry Christmas to you, sir!""",153557,153661,True
"""Mr. Scrooge?""",153663,153677,True
"""Yes,""",153679,153685,True
"""That is my name, and I fear it
may not be pleasant to you. Allow me to ask your pardon.
And will you have the goodness""",153700,153820,True
"""Lord bless me!""",153858,153874,True
"""My dear Mr. Scrooge, are you serious?""",153930,153969,True
"""If you please,""",153971,153987,True
"""Not a farthing less. A
great many back-payments are included in it, I assure you.
Will you do me that favour?""",154002,154113,True
"""My dear sir,""",153459,153473,True
"""I don't know what to say to such munifi--""",154170,154213,True
"""Don't say anything, please,""",154215,154244,True
"""Come
and see me. Will you come and see me?""",154263,154307,True
"""I will!""",154309,154318,True
"""Thank'ee,""",154381,154392,True
"""I am much obliged to you.
I thank you fifty times. Bless you!""",154407,154470,True
"""Is your master at home, my dear?""",155006,155040,True
"""Yes, sir.""",155085,155096,True
"""Where is he, my love?""",155098,155121,True
"""He's in the dining-room, sir, along with mistress. I'll
show you up-stairs, if you please.""",155137,155229,True
"""Thank'ee. He knows me,""",155231,155255,True
"""I'll go in here, my dear.""",155317,155344,True
"""Fred!""",155584,155591,True
"""Why bless my soul!""",155797,155817,True
"""who's that?""",155830,155843,True
"""It's I. Your uncle Scrooge. I have come to dinner.
Will you let me in, Fred?""",155845,155923,True
"""Hallo!""",150037,150045,True
"""What do you mean by coming
here at this time of day?""",156906,156960,True
"""I am very sorry, sir,""",156962,156985,True
"""I am behind my time.""",156996,157018,True
"""You are?""",157020,157030,True
"""Yes. I think you are.
Step this way, sir, if you please.""",157049,157107,True
"""It's only once a year, sir,""",157109,157138,True
"""It shall not be repeated. I was making rather
merry yesterday, sir.""",157177,157246,True
"""Now, I'll tell you what, my friend,""",157248,157285,True
"""I
am not going to stand this sort of thing any longer. And
therefore,""",157300,157371,True
"""and therefore I am about to raise your
salary!""",157497,157545,True
"""A merry Christmas, Bob!""",157743,157768,True
"""A merrier Christmas, Bob, my good fellow, than I
have given you, for many a year! I'll raise your salary, and
endeavour to assist your struggling family, and we will discuss
your affairs this very afternoon, over a Christmas bowl of
smoking bishop, Bob! Make up the fires, and buy another
coal-scuttle before you dot another i, Bob Cratchit!""",157862,158205,True
